"","lake_id","station_id","country","subset","lake_name","lat_wgs84","lon_wgs84","altitude_m","area_ha","depth_mean_m","depth_max_m","cent_lat_wgs84","cent_lon_wgs84"
"18",18,"18_1","SE",NA,"Åresjön",63.3392580544692,13.1876598612546,373.4,637.6,NA,18.6,63.3796244242809,13.111899237937
"19",19,"19_1","SE",NA,"Arresjaure",65.6227097861632,17.7873607503589,426.7,187.52,NA,NA,65.6243433162156,17.7615883860337
"20",20,"20_1","SE",NA,"Årsjön",58.749855119578,15.1853929328427,129,207.88,6.7,19.5,58.7613387438302,15.2131338208747
"21",21,"21_1","SE",NA,"Askesjön",59.8173871076985,12.0094446688825,121.5,319.84,NA,22,59.8354585842974,11.9757016374605
"22",22,"22_1","SE",NA,"Åsnen",56.5430467756063,14.7570237319666,139,14679.39,3.1,14.2,56.6304752791221,14.7192120247676
"23",23,"23_1","SE",NA,"Aspan, Lilla",60.5275307529332,15.5315721862363,110.5,80.63,4.9,12.5,60.5357142376622,15.5288564927059
"24",24,"24_1","SE",NA,"Aspen",57.7514760752089,12.1867419758737,13.5,464.13,NA,29.5,57.7618904427951,12.2303069000325
"25",25,"25_1","SE",NA,"Aspen",59.2202345845615,17.8269599728615,19.1,140.54,2,2.9,59.2278190183287,17.8033576946073
"26",26,"26_1","SE",NA,"Assjön",57.804896450855,14.9674064240285,253.6,476.87,NA,NA,57.7968023359269,14.9497557310062
"27",27,"27_1","SE",NA,"Atjiken (Silverbergssjön",65.3390944214173,16.0938874719053,504.7,45.76,NA,NA,65.3424006013194,16.1005926081368
"28",28,"28_1","SE",NA,"Avasjön",64.2798285991418,16.9034231481502,342.9,349.77,NA,NA,64.2984382536048,16.8871210238322
"29",29,"29_1","SE",NA,"Balungen",60.8785324456852,15.7526280806137,198.8,1106.7,4.6,20,60.930290501415,15.7231592831497
"30",30,"30_1","SE",NA,"Bäsingen",60.1702823827879,16.4341707390947,67.8,1267.58,7.7,29.6,60.1505570309701,16.3598772895856
"31",31,"31_1","SE",NA,"Bäsksjön",64.7329981663559,17.0867418325588,442.2,374.4,1.2,2.3,64.7302975756474,17.1265591257247
"32",32,"32_1","SE",NA,"Båven Delen Vid Sparreholm",58.9509255410294,16.8827302080356,21.6,6385.64,9.4,48,59.0239502453401,16.9172323800171
"33",33,"33_1","SE",NA,"Bellvikssjön",64.2627918384532,16.160215340697,261.2,882.77,NA,19.3,64.2743473250976,16.1384144481071
"34",34,"34_1","SE",NA,"Bergvattensjön",64.0215107905648,16.7828192579694,373,82.27,NA,NA,64.0177406864298,16.7780489279733
"35",35,"35_1","SE",NA,"Bergviken",61.2587493398417,16.8334923682246,46.4,4264.17,NA,39.7,61.2283088693789,16.7155134984042
"36",36,"36_1","SE",NA,"Betarsjön",63.73703076812,16.769348087554,196.9,3386.87,9.8,43.2,63.7494079831455,16.8453617212766
"37",37,"37_1","SE",NA,"Björken Vid Grangärde",60.2393050893816,15.0110221624667,155,353.88,NA,8,60.2547842994795,15.0022682903743
"38",38,"38_1","SE",NA,"Björken Vid Ställdalen",59.9118053412889,14.9586312720929,153,164.98,NA,NA,59.9229233432749,14.9572893724838
"39",39,"39_1","SE",NA,"Björkvattnet Nedre",65.4893510737384,15.5911219901753,395,5624.11,18.3,61.5,65.4999044995416,15.5402935919836
"40",40,"40_1","SE",NA,"Björkvattnet Övre",65.5783336744561,15.2963635717794,395,2521.18,NA,74,65.6100313623635,15.2123579933225
"41",41,"41_1","SE",NA,"Bjuren",59.0480207333773,16.6029729364925,26.9,24.3,NA,NA,59.0503167530472,16.6104312623793
"42",42,"42_1","SE",NA,"Blattnickselet",65.3207739935477,17.6255539547963,329.3,310.52,NA,NA,65.3362682210401,17.5837189340046
"43",43,"43_1","SE",NA,"Bodasjön",61.7542993978931,16.1575858195638,114.4,150.2,NA,15,61.7608359776017,16.1292927579032
"44",44,"44_1","SE",NA,"Bodumsjön",63.8899877316417,16.2833562241506,214.2,751.51,3.6,22.4,63.9302585916025,16.2781434782156
"45",45,"45_1","SE",NA,"Bolen",58.7803127441289,16.1592461114715,62.9,48.16,7.2,14,58.7779621385306,16.1555899209507
"46",46,"46_1","SE",NA,"Bölessjön",63.9235476604969,16.3324339639906,214.2,258.69,NA,19.8,63.9364756173915,16.3426445015241
"47",47,"47_1","SE",NA,"Bollsjön",60.1614380197611,16.3203633008318,67.9,51.98,NA,NA,60.1689474028366,16.3139763758142
"48",48,"48_1","SE",NA,"Bolmen",56.9253447087735,13.6701772192315,141.9,17226.91,5.4,36,56.9263846268554,13.7030827681355
"49",48,"48_2","SE",NA,"Bolmen Norra Delen",57.0433831465692,13.7457969349193,141.9,17226.91,5.4,36,56.9263846268554,13.7030827681355
"50",48,"48_3","SE",NA,"Bolmen Södra Delen",56.8308393395358,13.65917722157,141.9,17226.91,5.4,36,56.9263846268554,13.7030827681355
"51",49,"49_1","SE",NA,"Borasjön",58.9711241777601,14.5689365625027,107.8,384.22,NA,NA,58.9560371114673,14.554475721697
"52",50,"50_1","SE",NA,"Bordsjön",57.8347864235124,14.9795060004097,251.7,49.4,NA,NA,57.8378928261669,14.9824701182153
"53",51,"51_1","SE",NA,"Boren",58.5571346859288,15.2722959900037,73.6,2749.67,5.3,13,58.5590537216166,15.1801426164742
"54",52,"52_1","SE",NA,"Borgasjön",64.8050940077327,15.0258618152604,464.1,1652.24,20.2,70,64.8515702941591,14.9361680389644
"55",53,"53_1","SE",NA,"Borgsjön",62.5296754491955,15.9248721183637,113.1,459.22,4.1,19,62.5406562898442,15.8796843358542
"56",54,"54_1","SE",NA,"Borgsjön",63.3988002030251,15.8678215516174,348.4,168.9,NA,NA,63.4105533882377,15.8381537891376
"57",55,"55_1","SE",NA,"Borkajaure",65.2328727330512,15.4616989353975,523.2,553.76,18.8,58.7,65.2524028483181,15.3948928694593
"58",56,"56_1","SE",NA,"Bornsjön",59.2590183563725,17.7143991426163,11.6,631.14,NA,17,59.2402925095708,17.7435118577708
"59",57,"57_1","SE",NA,"Börringesjön",55.495742456776,13.3011463649914,49,275.35,1.5,3,55.4851517363068,13.3135771218032
"60",58,"58_1","SE",NA,"Bosjön",58.7943866587596,14.6212442164791,157,102.12,2.2,16,58.7958583594763,14.6353365250269
"61",59,"59_1","SE",NA,"Bouktjaure",66.7626766421637,17.2816083909663,476,149.65,NA,NA,66.7738932365949,17.2680314603175
"62",60,"60_1","SE",NA,"Bredsjön",57.5189087081806,16.3058469639591,48.7,75.94,7.1,29,57.5215234952769,16.2921023124228
"63",61,"61_1","SE",NA,"Bruksjön",57.6512701942316,16.3679598242886,41.9,35.81,NA,NA,57.6467518025302,16.3651379499892
"64",62,"62_1","SE",NA,"Brukssjön (Rödjarbosjön)",61.9592844296523,16.7178189046812,160.9,130.31,2.5,20,61.9664709424146,16.6976035849425
"65",63,"63_1","SE",NA,"Brunnsjön",60.2718331872374,15.9699163664638,90.9,139.98,2.3,3.6,60.2755363424284,15.955570845124
"66",64,"64_1","SE",NA,"Bygdeträsket",64.3510968417885,20.4968396907566,131.4,2904.27,NA,NA,64.4149201887069,20.4551714284166
"67",65,"65_1","SE",NA,"Bysjön",60.1704195220403,16.5626162834573,62.4,727.83,NA,16.5,60.1796194920453,16.5084418804906
"68",66,"66_1","SE",NA,"Bysjön",60.2502222449435,14.9762657385342,155.1,502.91,NA,20,60.2466428978163,14.9690014223971
"69",67,"67_1","SE",NA,"Bysjön",60.8940184551539,16.7200559854212,74.9,214,NA,NA,60.9002958872784,16.7034079349644
"70",68,"68_1","SE",NA,"Bysjön",58.1930662443456,15.9935801260479,95.1,98.18,NA,NA,58.1907198668241,15.9812368091733
"71",69,"69_1","SE",NA,"Byvattsjön",63.3930732573639,17.6527372406994,198.2,66.29,NA,NA,63.3909536037593,17.6228629054526
"72",70,"70_1","SE",NA,"Daglösen Södra Delen",59.6358167088003,14.2406788972424,128.3,724.59,NA,26,59.6614042022336,14.2031450482753
"73",71,"71_1","SE",NA,"Dalkarlsjön",59.9312343247579,14.1283956765504,301.3,291.97,NA,20.5,59.9476604641423,14.1499476577011
"74",72,"72_1","SE",NA,"Dammsjön",59.7469945972331,14.9861085660735,196.7,101.61,NA,13,59.7495504637983,14.9675127946228
"75",73,"73_1","SE",NA,"Digeshultasjön",56.8907674104174,12.9668831099374,162.9,21.49,2.1,9.5,56.8915844530452,12.9614059476721
"76",74,"74_1","SE",NA,"Dikasjön",65.2145172279548,16.0418897031699,418.3,637.65,4.9,15.5,65.2224567195305,15.9251221277775
"77",75,"75_1","SE",NA,"Djupträsket",66.3245050440664,22.8752191031875,36.7,859.86,NA,NA,66.2837067954591,22.911951287017
"78",76,"76_1","SE",NA,"Drogsjön",62.7510152274979,16.2979436331056,201.8,94.24,4.8,13.9,62.7553083602659,16.2813049842961
"79",77,"77_1","SE",NA,"Ellenösjön",58.4968424528405,11.9185140853538,66.1,288.67,NA,7,58.5049052608446,11.9533412836024
"80",78,"78_1","SE",NA,"Eneby Göl",57.8887856254103,16.1629439788732,85.9,12.46,NA,NA,57.8859718070158,16.1645745843116
"81",79,"79_1","SE",NA,"Erken",59.8540013276453,18.6512360499411,11.6,2320.94,NA,20,59.8458505017756,18.5717813048449
"82",80,"80_1","SE",NA,"Fåfallasjön",58.1965362484208,16.4096970270203,52.7,45.62,NA,NA,58.1955461794672,16.4223086730762
"83",81,"81_1","SE",NA,"Fågelsjön",61.7970642220911,14.6373651357812,408.5,791.33,NA,NA,61.7832816859498,14.6510687735613
"84",82,"82_1","SE",NA,"Fågelsjön",64.342149529071,14.8055997007355,296.6,263.94,NA,83,64.3419865232989,14.735353510438
"85",83,"83_1","SE",NA,"Fagervikssjön",62.6518780644986,16.4111729351752,201.8,533.63,5.4,24,62.6622735939954,16.4443759041577
"86",84,"84_1","SE",NA,"Fängsjö",57.2939701932111,12.6716757825708,128.5,27.73,3.7,10.2,57.2980809620438,12.6784535538765
"87",85,"85_1","SE",NA,"Fångsjön",63.7876908911078,15.7506215431168,280.5,748.03,NA,20,63.8132008766181,15.707160642896
"88",86,"86_1","SE",NA,"Fättjarn",65.3127351721992,15.2873492717243,561.4,925.7,19.9,46.3,65.3251171326086,15.1683945614516
"89",87,"87_1","SE",NA,"Finnebysjön",62.0262254386892,15.4705977104076,249.6,142.82,NA,NA,62.0344960679164,15.4576481110785
"90",88,"88_1","SE",NA,"Finnforsbodträsket",64.7415240922258,20.1478034113962,262.1,68.13,NA,NA,64.7398942967835,20.1634757146514
"91",89,"89_1","SE",NA,"Fjällsjön",63.7889739053825,16.4258702542478,207.6,817.45,4.6,20.6,63.8189966708496,16.3305026888482
"92",90,"90_1","SE",NA,"Fjosokken",65.5299398579188,16.8252751482344,410.5,1272.97,15.7,62.2,65.6004241757554,16.6908326003074
"93",91,"91_1","SE",NA,"Flakaträsket",64.2526923245211,18.5038864472955,382.1,66.03,NA,NA,64.2596473624122,18.4982162535802
"94",92,"92_1","SE",NA,"Flämsjön",58.4503594614512,13.667224518648,130.5,109.32,NA,15,58.4510465065977,13.6740694417061
"95",93,"93_1","SE",NA,"Flåren",56.9530717327427,14.0555407528602,151.4,3510.73,4.1,15.4,57.0296649260211,14.1003087638051
"96",94,"94_1","SE",NA,"Flåsjön",64.1307787797663,15.9168655394117,266.2,10933.31,NA,88,64.1177971658512,15.7859948059021
"97",95,"95_1","SE",NA,"Flästasjön",61.4282610088063,16.4191988880982,92.3,287.4,3.2,11.8,61.4472424547072,16.4084593034627
"98",96,"96_1","SE",NA,"Flaten",57.3407813571908,13.9059069341999,162.5,348.92,3.1,9,57.3525998484372,13.9120898092365
"99",97,"97_1","SE",NA,"Flötningssjön",61.8572820650748,12.2259287417456,662.2,223.51,NA,NA,61.8613431516695,12.1959490933765
"100",98,"98_1","SE",NA,"Forshultsjön",57.2511207663084,16.3111645199481,43.3,33.75,2.8,6.8,57.2534434790431,16.3106314795573
"101",99,"99_1","SE",NA,"Frösjön",59.0475432508681,17.3211966558434,9.8,344.13,2.8,5.8,59.0620521752808,17.3175198548969
"102",100,"100_1","SE",NA,"Fryken, Nedre",59.5429475636691,13.2980496498041,62.3,1249.23,NA,22,59.56393445399,13.3240308486019
"103",101,"101_1","SE",NA,"Funbosjön",59.8595714857159,17.8595466017332,5.9,196.58,1.7,5.5,59.8804527186385,17.8647552304958
"104",102,"102_1","SE",NA,"Funnäsdalssjön",62.5193648253712,12.5940525371634,583.3,213.96,NA,NA,62.5326031071273,12.5566269380042
"105",103,"103_1","SE",NA,"Furen",56.9660351580219,14.5970279949377,151.5,352.95,NA,NA,56.973680902751,14.6247941737357
"106",104,"104_1","SE",NA,"Gafselsjön",63.7783620489493,17.5991845191689,299.5,107.7,1.8,7.9,63.7940187635839,17.5633310503576
"107",105,"105_1","SE",NA,"Gammhemssjön (Gammalhems",64.5890868111999,18.3121659218177,281.3,57.49,NA,NA,64.6008901662458,18.311424291322
"108",106,"106_1","SE",NA,"Gänsen (Gensen)",60.5726749900492,14.4109926603356,233,321.09,7.4,20.2,60.5849559398758,14.4067237758473
"109",107,"107_1","SE",NA,"Gärdefjärden",64.3732442905711,21.3187642265892,2.3,442.34,NA,NA,64.377985526518,21.3446748813437
"110",39,"39_2","SE",NA,"Gardiken",65.4761321387738,15.8569082051093,395,5624.11,18.3,61.5,65.4999044995416,15.5402935919836
"111",108,"108_1","SE",NA,"Gärdsjön",64.284792293837,15.2107306430763,287.1,1301.17,NA,55.5,64.3188880994694,15.117613372803
"112",109,"109_1","SE",NA,"Gastsjön",62.9611554240174,15.9019807120545,322.4,143.27,2.6,9.4,62.9615486471586,15.8779622406732
"113",110,"110_1","SE",NA,"Gautsträsk, Övre",65.9310228586089,16.3014964939035,401.1,548.03,NA,44.9,65.9486588343013,16.2771978986332
"114",111,"111_1","SE",NA,"Gåxsjön",63.6729436391512,15.1011801446265,310.4,1528.83,9.7,26,63.6976615531274,15.0405934446025
"115",112,"112_1","SE",NA,"Gåxsjön",63.9374146948736,15.8461620095556,287.4,378.07,NA,NA,63.9238641169261,15.8662759308184
"116",113,"113_1","SE",NA,"Gesunden (Gesundsjön)",63.1460269210948,16.0697858130392,204.6,2959.54,NA,55.3,63.1513681356603,15.9126785746134
"117",114,"114_1","SE",NA,"Gevsjön",63.396440614235,12.6342576314872,499.2,1116.01,11.9,31.6,63.3780483349464,12.6504787195346
"118",115,"115_1","SE",NA,"Giertsjaure",65.8301585584806,17.1892251356872,468,686.39,6.1,26,65.867586473799,17.14548877624
"119",116,"116_1","SE",NA,"Gikasjön",65.0987606886468,15.0974795935522,556.3,291.24,6.4,19.5,65.1199971110172,15.0582645941938
"120",117,"117_1","SE",NA,"Giltjaure",65.5317723005979,17.0042340918949,430.6,501.59,NA,NA,65.5477538020038,16.9836820829286
"121",118,"118_1","SE",NA,"Gimodamm",60.1783156579123,18.1714211310045,17.7,315.3,1.7,2.9,60.1938246520885,18.155473308446
"122",119,"119_1","SE",NA,"Gittunjaure",66.2810955273051,18.5458077251559,406.4,164.91,NA,NA,66.2888491757146,18.5359832344704
"123",120,"120_1","SE",NA,"Glan",58.594125606369,16.0832505799294,22,7290.48,NA,18,58.6224077142187,15.9596534406008
"124",121,"121_1","SE",NA,"Glommersträsk, Yttre",65.2540873379391,19.6420076899331,352.4,26.96,NA,NA,65.253657158927,19.6481777485318
"125",122,"122_1","SE",NA,"Gnötteln",57.5021836535767,15.8852766753924,102.2,174.27,1.7,4,57.5079196112154,15.8934536368081
"126",123,"123_1","SE",NA,"Godebrunnssjön",58.057403791813,14.5725687969521,271.2,10.35,NA,NA,58.0566160581172,14.5703440350264
"127",124,"124_1","SE",NA,"Gopen",60.7141361809503,15.3695201848816,166.5,250.88,6.3,30,60.7182078257096,15.3569624176578
"128",125,"125_1","SE",NA,"Göuta",65.6016071142467,15.5186289396698,441,3141.97,17.2,58,65.6646601764717,15.4117129767486
"129",126,"126_1","SE",NA,"Graningesjön",63.0557382360444,17.0111591909358,203.4,1721.78,NA,NA,63.0122950358151,17.0875469472677
"130",127,"127_1","SE",NA,"Gränssjön",59.7400369589366,15.0227332939109,184.1,194.17,6.4,27,59.7375155510698,15.0113666270574
"131",128,"128_1","SE",NA,"Granträsket Nr 1",64.4378668642199,18.0970440906847,453.1,104.37,NA,NA,64.4371645141272,18.081680640089
"132",129,"129_1","SE",NA,"Grindsjön",59.0803321059363,17.8839700892329,32.3,139.66,9,19.5,59.0850868428398,17.8726360578626
"133",130,"130_1","SE",NA,"Grötingen (Grötingsjön)",62.860147060671,15.5699245841345,265.2,469.45,NA,NA,62.8625957305423,15.4824831954258
"134",131,"131_1","SE",NA,"Grövelsjön",62.1068464048423,12.2933261840911,763.2,410.67,11.6,34,62.1364765545738,12.2831111901564
"135",132,"132_1","SE",NA,"Gruvsjön",58.2710429958276,16.0209145879751,81.6,10.76,NA,NA,58.2677855093843,16.0268432157423
"136",133,"133_1","SE",NA,"Grycken",60.4334105682726,16.2109740928031,127,1028.07,NA,NA,60.457839017479,16.2169329142585
"137",134,"134_1","SE",NA,"Grycken",60.9240220592092,12.8966443148971,429.8,40.92,NA,NA,60.933365018888,12.8945837843805
"138",135,"135_1","SE",NA,"Gryten",59.0068798694063,14.4893346217569,139.7,72.56,NA,NA,59.0011586639002,14.4905791949603
"139",136,"136_1","SE",NA,"Gunnarvattnet",64.0926033208347,14.1341193245623,388.5,337.25,11.8,31,64.1100881188027,14.1276893834028
"140",137,"137_1","SE",NA,"Haggen",60.120888861379,15.2746961338697,150.9,858.56,8.5,29,60.0927992838059,15.2337991609827
"141",138,"138_1","SE",NA,"Häggsjön",63.5084823137461,12.7112786915208,436.9,789.15,NA,36,63.524968756986,12.6710493895261
"142",139,"139_1","SE",NA,"Häggsjön",63.8882982004782,14.341534494962,320.3,1554.33,NA,57,63.89721377888,14.2849280730842
"143",140,"140_1","SE",NA,"Hajs Sjö",58.0007183934747,12.14144953696,0.3,7.56,NA,NA,58.0025950478794,12.1437134939587
"144",141,"141_1","SE",NA,"Halasjön",63.4112779686386,15.3516210906787,327.7,360.83,NA,NA,63.3959585451137,15.347757252332
"145",142,"142_1","SE",NA,"Hålen",60.4396020818098,16.1807192662507,119,22.06,NA,NA,60.4368216562501,16.1844349579388
"146",143,"143_1","SE",NA,"Hålen",62.640482766951,14.3917565597764,354,505.3,6.9,22.6,62.6669985985827,14.3971887249653
"147",144,"144_1","SE",NA,"Hallbosjön",58.858862728227,16.6994760338265,19.8,1115.72,NA,NA,58.8392976284094,16.6824105762236
"148",145,"145_1","SE",NA,"Hällerstadsjön",58.4547451140671,16.1403920846827,48.2,145.84,NA,NA,58.4421367726181,16.143448074929
"149",146,"146_1","SE",NA,"Hällsjön",62.0536926154448,12.670903291933,539.6,163.18,NA,NA,62.063930072598,12.6679461694066
"150",147,"147_1","SE",NA,"Hällsjön",63.4577087657093,13.9968062088731,314.7,546.3,20.2,41.5,63.4714575102994,13.9485979961992
"151",148,"148_1","SE",NA,"Halvarsnoren Norra Delen",59.6225513348691,14.6090303458588,165.8,1679.65,12.2,40,59.5949889935543,14.6046225001253
"152",149,"149_1","SE",NA,"Hammardammen",60.5551223721873,16.2890492982551,137.1,21.25,NA,NA,60.5574273248759,16.282916400503
"153",150,"150_1","SE",NA,"Hammerdalssjön",63.5383972599667,15.4453019093704,303,1518.69,4.8,16,63.5787424854071,15.4000319729583
"154",151,"151_1","SE",NA,"Hån",60.1796638685182,14.4089567316798,324.6,314.69,NA,NA,60.1957809640358,14.4124220393117
"155",152,"152_1","SE",NA,"Hån",61.8568819243291,14.0938107569892,431.1,30.3,NA,NA,61.8580492450299,14.0832230287323
"156",153,"153_1","SE",NA,"Handsjön",62.4688308424593,14.7842976632924,289.2,498.34,3.8,8,62.4821152741102,14.7427124929535
"157",154,"154_1","SE",NA,"Hångstadssjön",59.8545048799017,11.97252276691,121.5,37.78,NA,NA,59.8624918254172,11.9745123804972
"158",155,"155_1","SE",NA,"Harefjorden",59.1597220828278,12.9127359763568,45.5,1550.03,NA,9,59.2035504376136,12.8496779943503
"159",156,"156_1","SE",NA,"Hasselasjön",62.0653967555075,16.8147190060155,121.9,834.23,3.4,17,62.0815997451518,16.7712440021158
"160",157,"157_1","SE",NA,"Havbältefjorden",56.5052849039861,14.7106431057012,138.4,235.88,NA,NA,56.5264030206453,14.7304518266577
"161",158,"158_1","SE",NA,"Havern",62.3862711504717,15.1018177032377,259.7,2933.71,10.8,36,62.3093043454439,15.1072154721762
"162",158,"158_2","SE",NA,"Havern Kyrksjön-Delen",62.3634300490494,15.1096933761546,259.7,2933.71,10.8,36,62.3093043454439,15.1072154721762
"163",158,"158_3","SE",NA,"Havern Öjesjön-Delen",62.398854455321,15.0218467297449,259.7,2933.71,10.8,36,62.3093043454439,15.1072154721762
"164",159,"159_1","SE",NA,"Hedesundafjärden Nedre Delen",60.3143587030547,17.0354908298084,51.9,2983.6,NA,1,60.3083555475997,16.992493998776
"165",160,"160_1","SE",NA,"Helgasjön",56.8909977171277,14.7502440377457,162.7,4829.36,NA,20.6,56.9644457456682,14.7765534284148
"166",161,"161_1","SE",NA,"Helgumsjön",63.1539313332502,16.9531286245498,113,836.37,10.4,33.2,63.1959934108492,16.8748049685885
"167",162,"162_1","SE",NA,"Hemsjön (Sörbygdsjön)",62.7766191353447,16.2327596427934,209,506.72,NA,NA,62.7849037970339,16.191126102042
"168",163,"163_1","SE",NA,"Hennan",62.0269565581349,15.9057201554163,208.3,2347.1,NA,NA,62.0738909375545,15.7962096113698
"169",164,"164_1","SE",NA,"Hetögeln",64.3883657534302,14.4308237284354,296.2,2284.88,19.4,60,64.4227768159042,14.2708078158057
"170",165,"165_1","SE",NA,"Hinsen",60.6395017522009,16.136433947145,192.9,1184.19,NA,NA,60.6618637715027,16.090729037322
"171",166,"166_1","SE",NA,"Hjälmaren Hemfjärden-Delen",59.2803205452653,15.3355690091424,22.3,47434.17,NA,18,59.2387870025314,15.7696999885392
"172",166,"166_2","SE",NA,"Hjälmaren Östra Delen",59.2670964941877,16.2596579269645,22.3,47434.17,NA,18,59.2387870025314,15.7696999885392
"173",167,"167_1","SE",NA,"Hjälmsjön",56.282153912084,13.3048523390348,76.6,115.63,4,10,56.2787914567644,13.3097786930504
"174",168,"168_1","SE",NA,"Högsjön",59.0304301866104,15.7353344922641,50.9,315.89,NA,NA,59.0273178048479,15.7081284019733
"175",169,"169_1","SE",NA,"Hökasjön",58.7525575993628,15.1509667170333,121.4,52.98,NA,16.3,58.754557187022,15.130583889652
"176",170,"170_1","SE",NA,"Holdern",63.9982452297301,12.9146712486427,439.9,814.47,NA,NA,64.0327844907931,12.8983348298507
"177",171,"171_1","SE",NA,"Höljessjön",60.9511125272241,12.5427336569716,304.1,0.28,NA,NA,61.0466582028997,12.6102111781537
"178",172,"172_1","SE",NA,"Holmsjön",62.4226957945487,15.4564879708016,245,5046.29,7.3,24,62.4391848219457,15.3210322991241
"179",173,"173_1","SE",NA,"Holmsjön Delen Sandnäset-Västbyn&"",""&",62.6774483789126,16.5077331615545,202.2,3636.16,11.9,38,62.6771202376564,16.5173053655479
"180",173,"173_2","SE",NA,"Holmsjön Delen So Om Västbysundet",62.6405760409062,16.682326815744,202.2,3636.16,11.9,38,62.6771202376564,16.5173053655479
"181",173,"173_3","SE",NA,"Holmsjön Delen V Om Sandnäset",62.6961600019313,16.3323858662973,202.2,3636.16,11.9,38,62.6771202376564,16.5173053655479
"182",174,"174_1","SE",NA,"Holsjön",57.4121738702988,12.9179683457483,146.9,538.15,NA,11,57.4048940328342,12.938150404854
"183",175,"175_1","SE",NA,"Holsvattnet",65.9605322863664,21.5215817801097,62.3,631.64,NA,NA,65.9693016064144,21.4506728704534
"184",176,"176_1","SE",NA,"Hornavan",66.2395686435897,17.5347403277323,426.8,26062.41,45.8,221,66.2125921672821,17.6037945157298
"185",176,"176_2","SE",NA,"Hornavan Myrviken-Delen",66.2223215341222,17.4713325588672,426.8,26062.41,45.8,221,66.2125921672821,17.6037945157298
"186",176,"176_3","SE",NA,"Hornavan Nedre Delen",66.1013011982891,17.8394299977852,426.8,26062.41,45.8,221,66.2125921672821,17.6037945157298
"187",177,"177_1","SE",NA,"Horrmundsjön",61.3134877194525,13.1594372302898,441.1,1199.31,NA,5,61.352455253732,13.196651465109
"188",178,"178_1","SE",NA,"Hosjön",60.9201669530199,15.0905338585406,211.9,14.12,NA,NA,60.9225509011537,15.0975991769881
"189",179,"179_1","SE",NA,"Hostsjön",63.751036075502,15.5406334115966,287.2,174.64,NA,NA,63.7480578211718,15.5232351695565
"190",180,"180_1","SE",NA,"Hotagen",63.7890462276873,14.6680302009856,314.5,4511.28,NA,62.5,63.8890034972724,14.4158453935292
"191",181,"181_1","SE",NA,"Hotingssjön",64.0824365264567,16.2454471025012,239.7,407.31,5,18.9,64.1021777149925,16.2135139207134
"192",182,"182_1","SE",NA,"Hovnäsfjärden",60.1841695874201,16.6490785403738,61.2,659.31,NA,15,60.1900791044298,16.5925038962984
"193",183,"183_1","SE",NA,"Hugn",59.7816329473783,12.3040058380937,87.6,730.55,NA,11.8,59.8005448576514,12.2737748469173
"194",184,"184_1","SE",NA,"Hultbren",57.1245209615211,15.3776127381481,240.6,190.35,NA,NA,57.1168431354218,15.3743560625181
"195",185,"185_1","SE",NA,"Hungesjön",62.7494633805278,15.0634306165253,336.4,903.32,5.3,17,62.7223004102066,15.0830791212547
"196",186,"186_1","SE",NA,"Hunsnäsen",57.6693063985563,14.9804264726524,205.9,68.56,3.6,8.5,57.6724222107624,14.989139471052
"197",187,"187_1","SE",NA,"Hyen",60.5831581898284,16.2535280712647,170.7,829.66,2.6,15,60.6005623622112,16.2031092149203
"198",188,"188_1","SE",NA,"Hyn",60.893717583032,16.0213523157854,338.8,741.98,9.6,30,60.895508098113,15.9763499114895
"199",189,"189_1","SE",NA,"Idresjön",61.8326596933133,12.8272317884329,442.6,263.13,NA,NA,61.8454738829003,12.7649310531812
"200",190,"190_1","SE",NA,"Idsjön",62.817966590037,15.7120604088692,261.7,911.21,NA,NA,62.851241093145,15.6341983789886
"201",191,"191_1","SE",NA,"Igeltjärn",59.6014781227949,13.4566779021535,66.4,6.71,NA,NA,59.602800779957,13.4562171923282
"202",192,"192_1","SE",NA,"Ingsbergssjön",57.651946120607,14.705286820804,292.9,13.44,1.5,2.5,57.6541561311893,14.7037766721753
"203",193,"193_1","SE",NA,"Innaren",57.0010678551581,14.8825629542865,176.7,1480.87,6.3,19,56.997509618227,14.9400366016948
"204",194,"194_1","SE",NA,"Inre-Klippträsket",64.7724112830522,19.4079887632966,283,101.23,4.4,9.9,64.7819043668165,19.3954656502679
"205",195,"195_1","SE",NA,"Insjön",60.6841395956749,15.0762005910827,162.1,754.41,NA,14.8,60.6910849101322,15.1268965839557
"206",196,"196_1","SE",NA,"Insjön",64.6031768923848,16.5870005476196,335.2,132.59,NA,17.3,64.597587805341,16.5814217845605
"207",197,"197_1","SE",NA,"Ivösjön",56.0713458710568,14.4610738032792,5.9,4992.02,NA,50,56.1063341664959,14.4244542507457
"208",198,"198_1","SE",NA,"Jåkarn",64.9044276627422,18.2221487397708,266.8,80.11,NA,NA,64.9096990955071,18.2187706305589
"209",199,"199_1","SE",NA,"Jäknajaure",66.065434683935,19.0028064982893,390.9,744.33,NA,NA,66.0778628964264,18.9354084952082
"210",200,"200_1","SE",NA,"Järtajaure",65.5187149506026,18.9116636962432,430.8,157.94,NA,NA,65.5097387093552,18.9242609189154
"211",201,"201_1","SE",NA,"Jeppmasjön",64.8140195684482,17.1756476690362,501.7,68.62,NA,NA,64.8114640959924,17.1841899830675
"212",202,"202_1","SE",NA,"Jetesjön",56.4609174816825,13.6074117091489,100.4,57.15,NA,NA,56.4655430849269,13.6088856095788
