lake_id,station_id,country,subset,lake_name,lat_wgs84,lon_wgs84,altitude_m,area_ha,depth_mean_m,depth_max_m,cent_lat_wgs84,cent_lon_wgs84
173,173_3,SE,,Holmsjön Delen V Om Sandnäset,62.6961600019313,16.332385866297283,202.2,3636.16,11.9,38.0,62.677120237656446,16.517305365547866
174,174_1,SE,,Holsjön,57.4121738702988,12.917968345748346,146.9,538.15,,11.0,57.40489403283418,12.93815040485398
175,175_1,SE,,Holsvattnet,65.96053228636644,21.521581780109745,62.3,631.64,,,65.96930160641442,21.450672870453428
176,176_1,SE,,Hornavan,66.23956864358975,17.53474032773231,426.8,26062.41,45.8,221.0,66.21259216728205,17.60379451572981
176,176_2,SE,,Hornavan Myrviken-Delen,66.22232153412217,17.471332558867214,426.8,26062.41,45.8,221.0,66.21259216728205,17.60379451572981
176,176_3,SE,,Hornavan Nedre Delen,66.10130119828915,17.839429997785192,426.8,26062.41,45.8,221.0,66.21259216728205,17.60379451572981
177,177_1,SE,,Horrmundsjön,61.313487719452525,13.159437230289823,441.1,1199.31,,5.0,61.352455253732046,13.196651465108959
178,178_1,SE,,Hosjön,60.92016695301986,15.090533858540567,211.9,14.12,,,60.92255090115372,15.097599176988142
179,179_1,SE,,Hostsjön,63.751036075502036,15.540633411596618,287.2,174.64,,,63.748057821171834,15.523235169556472
180,180_1,SE,,Hotagen,63.78904622768725,14.66803020098558,314.5,4511.28,,62.5,63.889003497272405,14.415845393529152
181,181_1,SE,,Hotingssjön,64.08243652645675,16.245447102501238,239.7,407.31,5.0,18.9,64.10217771499255,16.213513920713417
182,182_1,SE,,Hovnäsfjärden,60.18416958742007,16.649078540373846,61.2,659.31,,15.0,60.19007910442983,16.59250389629843
183,183_1,SE,,Hugn,59.78163294737831,12.304005838093723,87.6,730.55,,11.8,59.800544857651374,12.273774846917265
184,184_1,SE,,Hultbren,57.12452096152108,15.377612738148104,240.6,190.35,,,57.1168431354218,15.37435606251807
185,185_1,SE,,Hungesjön,62.749463380527835,15.063430616525343,336.4,903.32,5.3,17.0,62.7223004102066,15.083079121254652
186,186_1,SE,,Hunsnäsen,57.669306398556316,14.980426472652399,205.9,68.56,3.6,8.5,57.672422210762356,14.989139471052004
187,187_1,SE,,Hyen,60.58315818982843,16.253528071264732,170.7,829.66,2.6,15.0,60.60056236221124,16.203109214920307
188,188_1,SE,,Hyn,60.893717583032014,16.02135231578543,338.8,741.98,9.6,30.0,60.89550809811298,15.976349911489534
189,189_1,SE,,Idresjön,61.832659693313325,12.827231788432872,442.6,263.13,,,61.84547388290031,12.764931053181234
190,190_1,SE,,Idsjön,62.81796659003704,15.712060408869178,261.7,911.21,,,62.85124109314503,15.634198378988625
191,191_1,SE,,Igeltjärn,59.601478122794866,13.456677902153531,66.4,6.71,,,59.60280077995703,13.456217192328243
192,192_1,SE,,Ingsbergssjön,57.651946120606965,14.705286820804012,292.9,13.44,1.5,2.5,57.65415613118932,14.703776672175296
193,193_1,SE,,Innaren,57.00106785515815,14.882562954286461,176.7,1480.87,6.3,19.0,56.997509618227014,14.940036601694805
194,194_1,SE,,Inre-Klippträsket,64.7724112830522,19.407988763296647,283.0,101.23,4.4,9.9,64.78190436681653,19.395465650267855
195,195_1,SE,,Insjön,60.68413959567493,15.076200591082717,162.1,754.41,,14.8,60.69108491013224,15.126896583955673
196,196_1,SE,,Insjön,64.60317689238481,16.58700054761959,335.2,132.59,,17.3,64.59758780534099,16.581421784560543
197,197_1,SE,,Ivösjön,56.0713458710568,14.461073803279243,5.9,4992.02,,50.0,56.10633416649594,14.424454250745676
198,198_1,SE,,Jåkarn,64.90442766274221,18.222148739770756,266.8,80.11,,,64.90969909550714,18.218770630558883
199,199_1,SE,,Jäknajaure,66.065434683935,19.002806498289342,390.9,744.33,,,66.07786289642644,18.935408495208183
200,200_1,SE,,Järtajaure,65.51871495060264,18.911663696243227,430.8,157.94,,,65.50973870935519,18.924260918915355
201,201_1,SE,,Jeppmasjön,64.81401956844824,17.175647669036234,501.7,68.62,,,64.81146409599239,17.184189983067483
202,202_1,SE,,Jetesjön,56.46091748168254,13.607411709148879,100.4,57.15,,,56.46554308492695,13.608885609578813
203,203_1,SE,,Jokksjaure,65.66870125973482,15.523972901695112,475.0,386.36,,,65.67271423802026,15.578762646816594
204,204_1,SE,,"Jovattnet, Nedre",65.74128922944627,15.074672550311229,460.4,430.47,,22.0,65.74056885851283,15.00026116229904
205,205_1,SE,,Jukkasjärvi,67.79713189438874,20.80601902330934,323.4,1333.2,,,67.83000371144949,20.685918732237933
206,206_1,SE,,Juvuln,63.70133873051777,12.958776956992592,392.3,3723.0,,70.0,63.714270660089184,13.136524710801856
207,207_1,SE,,Kaalasjärvi,67.7468175254004,20.012688131839077,460.3,1628.6,,,67.77752879234173,19.89296569695783
208,208_1,SE,,Kaarevuopio,68.43135391242893,22.506583093405858,320.4,110.67,,,68.43449350740853,22.480625520855263
209,209_1,SE,,Kallsjön,63.62075429225401,13.00155796913173,381.0,15747.39,,132.0,63.5846282935665,13.050203276964316
209,209_2,SE,,Kallsjön Östra Delen Av Kallsjön,63.438470676942494,13.340180886565076,381.0,15747.39,,132.0,63.5846282935665,13.050203276964316
210,210_1,SE,,Kalvsjön,61.66677357740135,16.312153980954395,114.0,362.33,,22.8,61.68539589292353,16.315029876718512
211,211_1,SE,,Kalvsjön,57.856738263677784,16.04539380515398,120.2,19.44,2.3,5.5,57.854212907164055,16.043907082065815
212,212_1,SE,,Kamlungträsket,66.00234408809219,22.851665239185206,26.3,1061.7,,,66.04488778760829,22.782599420838928
213,213_1,SE,,Kantsjön,63.72328467245818,18.665342252535698,184.5,35.6,,,63.72280126081635,18.65789485877862
214,214_1,SE,,Karats,66.65028538160439,18.8259577193261,414.6,5933.34,8.0,31.5,66.70709351564562,18.67525069937388
215,215_1,SE,,Kärrnässjön,63.911908025430016,15.311957563329194,294.3,600.83,,,63.93991094658464,15.26043805296071
216,216_1,SE,,Kärrsjön,63.743005055888176,18.54675638560373,188.3,78.66,,,63.73929303590025,18.563347684869097
217,217_1,SE,,Kårtejaure,67.47719823893672,18.322445314171635,411.4,704.46,26.9,10.0,67.49669197761568,18.266295782228944
218,218_1,SE,,Karvsjön,63.53180282440348,17.12488400977192,238.6,185.71,3.7,9.7,63.52881860895892,17.10515331926151
219,219_1,SE,,Kasasjön,63.32029438070953,19.05802480311077,22.0,16.67,,,63.32144701460383,19.06256656779748
220,220_1,SE,,Kättbosjön,60.835794145549734,14.159917162212587,278.4,783.41,,,60.83768420931645,14.213517259814513
221,221_1,SE,,Kaunisjärvi,67.38405857206016,23.379213039047027,161.0,66.36,,,67.38644746671436,23.36464507662321
222,222_1,SE,,Kautujärvi,66.73094437589053,21.803975460708816,248.6,112.62,,,66.7465868975699,21.796845848886633
223,223_1,SE,,Kesajärv,66.32109417841103,22.330765742834068,137.1,62.46,,,66.3089689296493,22.34293253927011
224,224_1,SE,,Kindsjön,60.658546164421146,12.704350623336392,412.1,191.7,,7.0,60.6425055446733,12.704080302627576
225,225_1,SE,,Kisasjön,58.01920150857582,15.652239458726566,99.1,218.92,,,57.999217240241975,15.652064506912696
226,226_1,SE,,Klubbuddsjön,66.67592887950414,19.686499853835965,260.0,2539.92,,11.0,66.66793524903437,19.705679400294528
227,227_1,SE,,Kolerträsket,65.5060732172289,20.46369416880941,279.5,63.42,,,65.49985445273671,20.475832108174554
228,228_1,SE,,Kolsnaren,59.03553174405397,15.985949369016577,33.5,1063.23,2.7,12.3,59.04213947776528,16.0016521958922
229,229_1,SE,,Korpijärvi,66.01960136114612,23.571291207801178,49.5,125.08,,,66.03025015451789,23.576476096974012
230,230_1,SE,,Korpilombolojärvi,66.84610507167348,23.070706293715613,158.9,42.01,,,66.85627099646244,23.058742245010418
231,231_1,SE,,Korsvattnet,63.840474029953654,13.513032120982807,743.7,1199.78,19.9,81.0,63.872986848945395,13.527003163436634
232,232_1,SE,,Koskatsjaure,66.46775637269641,20.32681272441926,239.8,175.02,,,66.47001695620992,20.304062100872777
233,233_1,SE,,Kottlasjön,59.3443263534574,18.18365766954541,11.8,22.95,,7.5,59.34883974360096,18.18442006771385
234,234_1,SE,,Krakstadstjärn,59.17321281900727,12.467998351286244,222.7,17.17,,,59.174218585202986,12.47591190279976
235,235_1,SE,,Kroksjön,64.48743377416588,18.012959555694078,462.3,14.17,,,64.49091499593361,18.014373248938913
236,236_1,SE,,Krokströmmens Dammsjö Kroksjön,62.04151905029089,14.90034255499079,339.3,409.65,,,62.03815692372541,14.849033583311853
237,237_1,SE,,Kuittasjärvi,66.66045999836126,23.841443935398626,75.9,289.42,,,66.66694331087346,23.82244306501775
238,238_1,SE,,Kultsjön,64.96311420630522,15.438076588440131,542.3,5309.2,21.3,129.8,65.02709264078808,15.143130311261086
239,239_1,SE,,Kvarnbergsvattnet,64.5025978587062,14.154061570408887,309.9,6546.86,41.0,99.0,64.58166699944913,13.948213254165346
240,240_1,SE,,Kycklingvattnet,64.561750314652,14.132538588889421,346.2,2385.97,,,64.63130282164852,14.091813023520995
241,241_1,SE,,Kyrksjön,57.90232579143366,16.169149569467095,85.8,328.74,,,57.90177193313915,16.148593901202666
242,242_1,SE,,Kyrksjön,64.36205645405815,21.310080073229777,11.1,6.72,,,64.3600551474418,21.308488473235098
243,243_1,SE,,Kyrksjön (Nr 1) Arbrå,61.48907533353648,16.384728565321613,113.9,474.23,,11.0,61.50603985866066,16.388343546595426
244,244_1,SE,,Kyrksjön (Nr 2) Y.hogdal,62.173527509856164,14.943999708774529,259.4,210.53,,,62.165034359172964,14.933308377389958
245,245_1,SE,,Kyrksjön (Nr 3) Ljusdal,61.82330931696599,16.07583363042866,124.1,61.75,,17.0,61.82378279178143,16.085817396421234
246,246_1,SE,,Labbas,66.37896075565364,17.784311559414167,488.5,2103.84,,,66.40783168180351,17.594209319316906
247,247_1,SE,,Läen,56.75060324934668,15.286093806961164,167.7,1080.61,3.7,14.5,56.75673222089657,15.335429555251292
248,248_1,SE,,Laforsens Dämningsområde,61.94418647877447,15.498168361840632,214.8,212.71,,,61.94568219695453,15.46011054772089
249,249_1,SE,,Laisan,65.99181937044982,17.19643059782588,424.6,2734.2,,66.0,66.1338827131842,17.121264654208062
250,250_1,SE,,Laitaure,67.12200094806322,18.388275760940758,495.9,982.96,,,67.13072173515337,18.299341820698395
251,251_1,SE,,Landögsjön,63.54765794070648,14.285620191872034,319.7,4577.62,,71.0,63.599165900114656,14.048464497872951
252,252_1,SE,,Landvettersjön,57.66232388832203,12.133595264189625,54.7,216.49,,21.0,57.67641965626795,12.174762855526419
253,253_1,SE,,Langas,67.30883923404741,18.95571171378021,375.1,5190.3,,73.0,67.39159738241175,18.667295418058213
254,254_1,SE,,Lången,59.33677223325175,15.182975385961027,38.9,61.83,1.7,4.5,59.34812108068423,15.175890089658697
255,255_1,SE,,Långsjön,61.52172609453516,15.368755801682282,217.7,18.3,,,61.51805506959202,15.376345812172467
256,256_1,SE,,Långsjön,57.69841156267492,16.32558895732368,55.1,750.4,,,57.705772138466884,16.30136899126257
257,257_1,SE,,Långtjärn,61.279668079544024,13.99796103322787,274.8,8.95,,,61.281432090959875,14.002213878526337
258,258_1,SE,,Långvattnet,65.1801559692635,16.54354120662203,412.2,1752.77,,,65.12159061872664,16.599498325477974
259,259_1,SE,,Lännässjön Fotingen-Delen,62.65025431600488,14.049745449477795,437.8,1919.02,,24.0,62.59648810137184,14.107509229627484
259,259_2,SE,,Lännässjön Klövsjön-Delen,62.5526741596276,14.142992413673296,437.8,1919.02,,24.0,62.59648810137184,14.107509229627484
259,259_3,SE,,Lännässjön Lännässjön-Delen,62.59728326765718,14.12102629337573,437.8,1919.02,,24.0,62.59648810137184,14.107509229627484
260,260_1,SE,,Lappträsket,66.167783341164,21.812300144025944,51.6,923.28,5.8,16.8,66.19749099992492,21.76477478615166
261,261_1,SE,,Latalam,60.16024954496051,14.744952844542643,271.5,8.97,,,60.16087194993757,14.738419705470855
262,262_1,SE,,Lauker,65.64774904394156,19.75129613906619,351.7,1107.31,,,65.63382861697607,19.819647583707734
263,263_1,SE,,Laxsjön,58.93648456049209,12.281987347726329,76.0,1610.23,,46.0,58.98165873924255,12.286890176277689
264,264_1,SE,,Ledfat (Ledvattnet),65.43470412110776,18.621978061171856,408.9,3884.98,,24.0,65.47288199596774,18.44366504530059
265,265_1,SE,,Leipikvattnet,64.91343025562261,14.204272055893643,468.9,502.81,2.6,24.8,64.92664965948364,14.180581140839656
266,266_1,SE,,"Lejen, Stora",60.2056939523598,14.391797872222837,328.6,577.56,,,60.216645235769846,14.367369198287928
267,267_1,SE,,Lelången Norra Delen,59.29712790706047,11.912860909706987,94.1,5264.77,,47.0,59.18045857378424,12.062176299199368
267,267_2,SE,,Lelången Södra Delen,59.07459393298515,12.203948992991187,94.1,5264.77,,47.0,59.18045857378424,12.062176299199368
268,268_1,SE,,Lenhovdasjön,57.004142374125,15.29309322696311,261.1,51.5,1.5,2.4,57.00003807241851,15.297811786477169
269,269_1,SE,,Leran,60.14597451206308,15.359434804863417,110.8,262.5,,,60.15025396999686,15.33143300846114
270,270_1,SE,,Leringen,62.57526215274226,16.42965226332915,201.8,1979.75,13.6,41.0,62.62131719279667,16.401480961369884
271,271_1,SE,,Lesjön,59.98689345474852,14.178435908714738,234.7,87.45,,15.6,60.002739588076814,14.165486535058456
272,272_1,SE,,Letten,60.73245356087118,12.688413981547757,347.0,1542.07,,23.0,60.7106261643579,12.67385763322551
273,273_1,SE,,Levrasjön,56.108876466549155,14.48467998720828,7.3,259.56,10.6,18.5,56.1058561109806,14.491508929246939
274,274_1,SE,,Likstammen,58.931413727194936,17.261920498675543,25.3,951.26,11.2,27.0,58.963930129463336,17.2053575142682
275,275_1,SE,,Lilla Lindessjön,59.58810678242687,15.239933901452746,61.0,12.17,1.7,6.0,59.58422771704991,15.234446147560265
276,276_1,SE,,Lilla Skeppträsket,65.2042759047684,18.753939094480987,313.4,275.91,,,65.20615769618257,18.727395310425326
277,277_1,SE,,Lilla Snesen,60.610691122357906,14.50467515009695,302.0,653.02,5.3,13.4,60.64313054660009,14.527832228741872
278,278_1,SE,,Lilla Tjulträsket,65.96604035359249,15.914622234813487,535.0,64.36,,,65.9691620869628,15.890230447245841
279,279_1,SE,,Lill-Aspsjön,63.39261292174133,17.531651545630346,237.8,43.08,,,63.39309055334198,17.513361441507257
280,280_1,SE,,Lill-Bjurvattnet (Bjurva,63.87167670148507,18.951012368477514,222.2,13.53,,,63.86829227924089,18.958620656716068
281,281_1,SE,,Lill-Glän (Lillglän),62.63889917964027,12.127208409984162,828.6,16.78,,,62.64206932381662,12.126833098060386
282,282_1,SE,,Lill-Jorm,64.67729627411425,14.069057493956066,346.2,2009.63,,,64.70406580308806,14.008794788520559
283,283_1,SE,,Liten,63.29657209610413,13.686821443712097,317.8,1613.91,,21.0,63.31922204739501,13.52944341027936
284,284_1,SE,,Ljugaren Dådransjön-Delen,60.9683398946885,15.519100687731818,216.4,2311.76,,,60.97058514851816,15.382919851807069
284,284_2,SE,,Ljugaren Ljugaren Utom Dådransjön,60.98271256703575,15.417191625554663,216.4,2311.76,,,60.97058514851816,15.382919851807069
285,285_1,SE,,Ljusnaren,59.832070550299214,14.997391467642814,163.2,955.39,,,59.85829249787765,14.947683504196728
286,286_1,SE,,Ljusnedalssjön,62.508124569876,12.684426320122137,566.3,372.26,,,62.5180231517046,12.650949434133588
287,287_1,SE,,Ljustern,60.343451076489316,15.742643685987268,152.6,301.6,,,60.33588921826953,15.726743404379059
288,288_1,SE,,Locknesjön,62.91976842293331,14.939457668142579,328.5,2641.46,,57.4,62.99419390595534,14.855889058964502
289,289_1,SE,,Lofssjön,62.038584386942105,13.498671719708287,594.1,1733.43,,46.1,62.07417271138129,13.387771457103337
290,290_1,SE,,Lossen,62.403752723459895,12.924869128425529,564.0,3113.96,,,62.44098026530385,12.789837798766618
291,291_1,SE,,Lövsjön,63.71690681464597,14.69015232728279,302.8,833.0,7.8,22.5,63.740556638365824,14.69492652200434
292,292_1,SE,,Lungen,59.69930058073546,13.990619477263516,155.7,711.75,,18.1,59.712490237339175,13.950285593967607
293,293_1,SE,,Luossajärvi,67.87765329777059,20.16574191885617,500.0,133.94,,,67.86937779565687,20.1800592796987
294,294_1,SE,,Lygnern,57.48529450110022,12.265872952188234,15.2,3132.52,,45.0,57.48070975010539,12.32596075252554
295,295_1,SE,,Magrassen,62.30038565940438,13.789462886677665,401.1,122.96,,15.0,62.308953173648874,13.771867505144355
296,296_1,SE,,Mälaren Galten,59.45666923676762,16.263603865875854,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_2,SE,,Mälaren Garnsviken,59.64059197490549,17.746661939336466,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_3,SE,,Mälaren Granhammarsfjärden,59.50509826738724,17.800696006597132,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_4,SE,,Mälaren Kyrkfjärden,59.26789371494636,17.751729211431208,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_5,SE,,Mälaren Långtarmen,59.29929370468357,17.75352203399313,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_6,SE,,Mälaren Norra Björkfjärden,59.44220553254924,17.441757877543225,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_7,SE,,Mälaren Skarven,59.57686465690086,17.80494279852636,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_8,SE,,Mälaren Strängnäsfjärden,59.381685036611685,17.033244458850177,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_9,SE,,Mälaren Svartsjöviken,59.35814065682684,17.72699558085135,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_10,SE,,Mälaren Svinsundet,59.40143196971167,17.512863902432578,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_11,SE,,Mälaren Ulvhällsfjärden,59.3662284356943,17.053791678517054,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
296,296_12,SE,,Mälaren Västeråsfjärden,59.58281593719907,16.550979462000704,0.9,107228.4,12.8,66.0,59.45236104685133,17.19018946381778
297,297_1,SE,,Malåträsket,65.16733130714725,18.765630863961515,305.3,692.02,,37.9,65.1955378405383,18.687486570064866
298,298_1,SE,,Malgomaj Huvuddelen Av Sjön,64.71485165103522,16.266365636431868,343.6,10213.19,,117.0,64.7568310347387,16.206526427258463
298,298_2,SE,,Malgomaj Maksjön-Delen,64.66920741005245,16.47498601046781,343.6,10213.19,,117.0,64.7568310347387,16.206526427258463
299,299_1,SE,,Malmagen,62.58561668847576,12.195563161752428,782.0,250.59,,,62.60019630221864,12.162951658514682
300,300_1,SE,,Malmlången (Karldalssjön,59.42030457074775,14.680827357418952,147.8,666.57,9.3,28.0,59.46634196583544,14.716948331979507
301,301_1,SE,,Mårdsjön Nr 2,63.70495416678322,16.056362349759468,254.2,253.34,3.8,16.0,63.718394584331016,16.019430159190552
302,302_1,SE,,Marman,61.24096328592001,17.01003363844717,38.3,1766.69,,26.9,61.2371928506223,16.933571613249615
303,303_1,SE,,Marmen Sörforsviken,62.31131601102591,17.167357107103225,19.7,708.77,12.6,40.0,62.30978844562634,17.083005626684777
304,304_1,SE,,Marsjön,58.80883339286397,12.19208731641297,174.5,353.65,6.4,40.7,58.81389544543577,12.229940732415374
305,305_1,SE,,Medingen,62.38926249741204,15.183523251738995,254.7,210.07,,,62.38715777095386,15.153918537926325
306,306_1,SE,,Medstugusjön,63.5236145764384,12.39323427233195,536.1,817.01,7.5,26.0,63.53953803987328,12.355542099305083
307,307_1,SE,,Mellan Fryken,59.612094208949635,13.312035266225386,62.2,4640.39,,120.0,59.72234249665137,13.19898473575387
308,308_1,SE,,Mellansjön (Nordanedesjö,62.50936652889831,16.375286946496924,186.3,567.65,8.8,27.0,62.53559551904107,16.420919183086617
309,309_1,SE,,Mellansjön (Nr 2),62.31352239540986,15.678740770064309,315.2,118.05,,,62.30862311614121,15.690692445143965
310,310_1,SE,,Mellansjön (Nr1),62.41761462472371,14.991748818689132,259.7,558.46,4.7,16.0,62.4296879402274,14.969821559241998
311,311_1,SE,,Mellan-Svan,59.185841664985524,12.554999848128706,92.0,340.25,,17.0,59.18447229597651,12.536241442289892
312,312_1,SE,,Mjörn,57.87225704847367,12.444778581113049,58.2,5425.94,,3.0,57.90035433694416,12.409346236686288
313,313_1,SE,,Mjuasjön,56.44314251525448,15.316567269948333,125.1,24.93,2.0,3.6,56.44054359798274,15.310484062246232
314,314_1,SE,,Möckeln,56.664863581935144,14.121940716708215,136.4,4586.27,2.8,10.0,56.651589642109045,14.171183205952834
315,315_1,SE,,Möckeln,59.28932191429808,14.497917666010913,89.3,1790.24,11.5,25.8,59.293893754724685,14.514933035344026
315,315_2,SE,,Möckeln Södra Delen,59.26652937983608,14.463718568140944,89.3,1790.24,11.5,25.8,59.293893754724685,14.514933035344026
316,316_1,SE,,Mögreven,59.915540852094544,14.332649408545569,202.2,214.3,,,59.93019176646531,14.307884532888355
317,317_1,SE,,Morasjön,59.18736916512035,16.90747708785001,30.4,16.22,,,59.192455050821266,16.909835582955488
318,318_1,SE,,Morjärvsträsket,66.08201063596862,22.73504343051863,27.6,866.06,,,66.10965069538152,22.758323751678386
319,319_1,SE,,Munksjön,57.78120969131252,14.169297299380958,89.1,83.81,9.0,20.4,57.77233975155642,14.164994980127684
320,320_1,SE,,Munsvattnet,64.27099078005398,14.427998747349749,524.4,58.86,,,64.26915632675997,14.443952409749462
321,321_1,SE,,N. Bullaresjön,58.877134445126174,11.536356937308701,39.2,684.6,20.6,37.5,58.838112046981315,11.558753147051945
322,322_1,SE,,Näckten,62.91180589471008,14.569372517092136,325.0,8256.83,15.5,44.0,62.84173491736209,14.629185358069275
323,323_1,SE,,Naimakkajärvi,68.66235778194739,21.62372721414204,399.5,320.7,,,68.66703903826708,21.581418321011345
324,324_1,SE,,Näldsjön,63.34601173809085,14.241947070777298,302.1,4153.8,,31.0,63.385232068090716,14.252516517826017
325,325_1,SE,,Närsen,60.28758866403535,14.45479927192777,300.2,977.98,,,60.28801841841727,14.402711631067058
326,326_1,SE,,Nässjön,61.259438917823516,14.057090042684713,239.2,190.15,2.6,15.0,61.25944947064464,14.100331006753025
327,327_1,SE,,Nästelsjön,62.548704358826036,14.476394199954033,353.6,690.36,,27.2,62.577033387714515,14.46151098413763
328,328_1,SE,,Naujaure Vaukadelen,65.9971513837773,17.911986966581328,420.7,836.7,,8.0,66.0093055966293,17.933677233497328
329,329_1,SE,,Naustajaure,65.58649236166534,18.179902637379342,414.8,1594.47,5.9,16.0,65.619920880781,18.143819304187467
330,330_1,SE,,Naustajaure,66.3780449117911,19.27831232169493,460.6,744.37,,,66.35475435321446,19.321923951320127
331,331_1,SE,,Nautijaure,66.86271359855054,19.249238357366803,345.4,347.12,,,66.8801006331155,19.223477654110255
332,332_1,SE,,Nedre Boksjön,65.5472146724217,16.11587369799662,464.6,1521.77,29.7,77.0,65.58713388176689,16.03934229192078
333,333_1,SE,,Nedre Gautsträsket,65.5720969451155,17.490762054677774,341.5,1041.25,2.8,14.7,65.60056096599682,17.46345173216216
334,334_1,SE,,Nedre Gryten,58.8739400724412,15.363809639781028,99.4,81.48,,4.0,58.8816173638153,15.35964476379287
335,335_1,SE,,Nedre Hillen,60.13115945264095,15.307637012870108,137.9,274.16,,,60.13927500254189,15.28270498553245
336,336_1,SE,,Nedre Lillsjön,65.0312797780436,15.7645963585473,439.4,5.76,,,65.03088184583325,15.766144168456481
337,337_1,SE,,Nedre Särvsjön,62.603838583158144,13.201638304784298,630.6,257.41,,,62.615254374227206,13.173725966195706
338,338_1,SE,,Nedre Vättern,59.77665429675627,15.646887151392857,90.4,486.27,5.6,17.6,59.805544365291254,15.676645762589228
339,339_1,SE,,Noen,57.934679041032794,14.744080414146126,184.0,736.1,7.6,25.0,57.98150362722424,14.728001088617615
340,340_1,SE,,Nömmen,57.56675830881338,14.852407766529733,220.0,1533.38,4.7,18.0,57.53443917639558,14.85153016658433
341,341_1,SE,,Nordmyresjön,60.16775808218239,16.860317586500223,56.4,67.84,,,60.16287597034094,16.86851006274899
342,342_1,SE,,Nordsjön,59.873071612748994,11.977531601941415,125.3,79.69,6.5,13.0,59.87970389302927,11.983369657893993
343,343_1,SE,,Nordsjösjön,63.18764789124751,16.99915695535043,92.9,169.85,,,63.19827117728722,16.99273929015887
344,344_1,SE,,Norra Dellen,61.85723106247481,16.6213219088261,43.4,7987.09,18.1,67.0,61.88289672314508,16.688341673767056
345,345_1,SE,,Norra Hörken,60.033913521367666,14.922494591722023,255.2,1245.76,14.4,44.0,60.066446986315306,14.890925971707315
346,346_1,SE,,Norra Kornsjön,58.89874621619579,11.670038781009435,140.8,548.26,8.6,31.0,58.91148471384494,11.660047454892593
347,347_1,SE,,Norra Lisjön,59.704960996616094,16.063240864173952,61.5,74.39,,,59.70670397884156,16.074555865144376
348,348_1,SE,,Norra Lötsjön,61.06345053337534,12.768586514877171,417.2,168.03,3.1,14.0,61.04898404865051,12.789181960858418
349,349_1,SE,,Norrsjön,59.95852759555778,18.348589096727004,18.7,187.88,4.4,10.1,59.94230240925741,18.358759965326072
350,350_1,SE,,Norrsjön,57.11037374141426,15.140118406094444,199.3,331.58,2.8,4.5,57.121004876559766,15.144090992351135
351,351_1,SE,,Norrsjön Löa Norrsjön,59.8012362353048,15.150456704005872,96.4,295.26,,8.0,59.815073359441456,15.116937118105275
352,352_1,SE,,Norrtjärn,62.107624614507294,16.674767828707882,127.2,9.71,,9.0,62.105721112254095,16.670768957942265
